source,target
Kitty noticed that Varenka had difficulty in suppressing a smile at the idea that she needed anyone to see her home.,Kitty observaba la sonrisa que Vareñka reprimía con dificultad al oír considerar necesario que la acompañaran.
"Please, don't go away, at least first say something to show that you grant that I'm at least partly right!""","Señor apoderado, no se marche usted sin haberme dicho una palabra que me demuestre que, al menos en una pequeña parte, me da usted la razón."
Were we really crossing the layers of rock which overlie the granite foundation?,¿Atravesábamos realmente aquellas capas de roca superpuestas al macizo de granito?
"""I know it,"" said Passepartout, turning to another passenger, ""but a simple idea--""","Bien lo sé respondió Picaporte, dirigiéndose a otro , pero una simple reflexión."
"The peasants asked him to let them some meadows at a reduced rent, I think, and he refused, and I reproached him with being stingy. Of course it was not that alone, but one thing with another caused him to start that hospital, to show, you know, that he is not stingy.","Los campesinos le pidieron que les rebajase el arriendo de unos prados; él se negó a ello; yo se lo reproché, llamándole avariento y entonces él, para demostrar que no se negaba a aquella pretensión por avaricia, sino por no considerarla justa, comenzó este hospital que, como digo, le costará una buena cantidad."
"""Do none suggest themselves?",-¿No se le ocurre alguna de inmediato?
"""Really, Mr. Holmes, this exceeds anything which I could have imagined,"" said Dr. Mortimer, gazing at my friend in amazement.","-A decir verdad, señor Holmes, esto sobrepasa cualquier cosa que hubiera podido imaginar -dijo el doctor Mortimer, contemplando a mi amigo con asombro-."
"The Princess with a woman's way of talking round the question said that Kitty was too young, that Levin had not shown that his intentions were serious, that Kitty was not in love with him, and so on; but she did not say the most important things, namely that she expected a better match for her daughter, that she did not like Levin and did not understand him.","Pero, con la característica costumbre de las mujeres de desviar las cuestiones, la Princesa respondía que Kitty era demasiado joven, que nada probaba que Levin llevara intenciones serias, que Kitty no sentía inclinación hacia Levin y otros argumentos análogos."
"""Do not overwhelm me with happiness,"" cried d’Artagnan, throwing himself on his knees, and covering with kisses the hands abandoned to him.",No me agobiéis con mi dicha exclamó D'Artagnan precipitándose de rodillas y cubriendo de besos las manos que le dejaban.
"""I will think what you like, sir: I am content to be only your nurse, if you think it better.""","-Haré lo que usted quiera. Si cree que es mejor que sea sólo su enfermera, lo seré."
As soon as they had recovered from their surprise and fatigue they walked towards Lisbon; with what little money they had left they thought to save themselves from starving after having escaped drowning.,"Así que se recobráron un poco del susto y el cansancio, se encamináron á Lisboa. Llevaban algun dinero, con el qual esperaban librarse del hambre, despues de haberse zafado de la tormenta."
"Sometimes on the surface of the waves, sometimes beneath them, the ship wandered for days amid these mists so feared by navigators.","Durante algunos días, cuando navegaba en superficie, erró en medio de las brumas de esos parajes tan peligrosas para los navegantes."
"""That's not it,"" cried my uncle, ""there's no sense in it.""","—Esto no puede ser —exclamó mi tío, frenético—; ¡esto no tiene sentido común!"
"'I am very glad I have persuaded him to receive Extreme Unction to-morrow,' she said as she sat in her dressing-jacket before her folding-glass and combed her soft fragrant hair with a small comb.","–Estoy muy contenta de haberle convencido de que reciba la extremaunción –decía Kitty, sentada, con su ropa de noche, ante un espejo plegable, peinando con un peine apretado sus cabellos perfumados y suaves–."
"One thing, especially, I remember, because it served to identify the man still more:--as soon as the ceremony was over, they were to go to Combe Magna, his seat in Somersetshire.","En especial recuerdo una cosa, porque me permitió identificar al hombre con mayor precisión: tan pronto terminara la ceremonia partirían a Combe Magna, su propiedad en Somersetshire."
D’Artagnan passed a very bad night.,D'Artagnan pasó muy mala noche.
"No, I never will be reproached that my nephews are not qualified for the first ecclesiastical dignities in Germany; nor shall a sister of mine ever be the wife of any person below the rank of Baron of the Empire.""","¿Con que los hijos de mi hermana no podrán entrar en los cabildos de Alemania? No, mi hermana no se ha de casar, como no sea con un baron del imperio."
"On leaving Omaha, it passes along the left bank of the Platte River as far as the junction of its northern branch, follows its southern branch, crosses the Laramie territory and the Wahsatch Mountains, turns the Great Salt Lake, and reaches Salt Lake City, the Mormon capital, plunges into the Tuilla Valley, across the American Desert, Cedar and Humboldt Mountains, the Sierra Nevada, and descends, via Sacramento, to the Pacific--its grade, even on the Rocky Mountains, never exceeding one hundred and twelve feet to the mile.","Al salir de Omaha, marcha por la orilla izquierda del río ""Platter"" atraviesa los terrenos de Laramie y las montañas Wahsatch, da vuelta al lago Salado, llega a ""Lake Salt City"", capital de los mormones, penetra en el valle de la Tuilla, recoite el desierto americano, los montes de Cedar y Humboldt, el río Humboldt, la Sierra Nevada, y baja por Sacramento hasta el Pacífico, sin que este trazado tenga pendientes mayores de doce pies por mil aun en el trayecto de las montañas Rocosas."
"""Then I trust that you at least will honour me with your company,"" said Sherlock Holmes.","––Entonces, espero que al menos ustedes me honren con su compañía ––dijo Sherlock Holmes––."
"The king was dull and appeared ill, which detracted a little from his usual lofty bearing.","El rey estaba triste y parecía enfermo, lo cual quitaba algo a su gesto altivo."
"These graceful mollusks were swimming backward by means of their locomotive tubes, sucking water into these tubes and then expelling it.",Los graciosos moluscos se movían a reculones por medio de su tubo locomotor a través del cual expulsaban el agua que habían aspirado.
"These yelps made Herbert start, and he remembered having heard them before during his first visit to the sources of the Red Creek.","Aquellos ladridos hicieron estremecer a Harbert, acordándose de haberlos oído en su primera visita a las fuentes del arroyo Rojo."
"The sea, absorbing every color of the prism except its blue rays, reflected the latter in every direction and sported a wonderful indigo tint.","El mar absorbía los colores del prisma, con excepción del azul, y los reflejaba en todas direcciones cobrando un admirable tono de añil."
"When she was only about three steps from him, he turned his head round, fixing his eyes steadfastly upon the lady with the red cushion, who had risen and was approaching, followed by her black boy and her woman.","Cuando la dama del cojín rojo estuvo junto a Porthos, Porthos sacó su mano toda chorreante de la pila; la bella devota tocó con su mano afilada la gruesa mano de Porthos, hizo, sonriendo, la señal de la cruz y selió de la iglesia."
